,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
693,693,2014-01-28,Витязь,Лев Пр,2:3,1:0,0:0,0:0,0:1
694,694,2014-01-28,Динамо М,Слован,1:0,0:1,1:2,:,:
695,695,2014-01-29,Адмирал,Трактор,1:2,1:0,1:1,0:0,0:1
696,696,2014-01-29,Амур,Металлург Мг,0:3,1:1,0:2,:,:
697,697,2014-01-29,Металлург Нк,Салават Юлаев,1:0,1:0,1:1,:,:
698,698,2014-01-29,Сибирь,Нефтехимик,2:0,1:0,1:0,:,:
699,699,2014-01-29,Спартак,Северсталь,0:2,0:4,0:1,:,:
700,700,2014-01-29,Донбасс,Атлант,0:0,2:1,0:1,0:0,1:0
701,701,2014-01-29,Динамо Мн,Локомотив,0:0,2:0,1:1,:,:
702,9,2014-02-26,Ак Барс,Нефтехимик,3:2,2:0,2:1,:,:
703,703,2014-02-26,Трактор,Динамо М,0:0,2:2,1:3,:,:
704,704,2014-02-26,Металлург Мг,Витязь,0:0,0:2,0:0,:,:
705,705,2014-02-26,Салават Юлаев,Торпедо НН,0:1,1:0,0:0,1:0,:
706,707,2014-02-26,Локомотив,Автомобилист,0:1,3:1,2:1,:,:
707,708,2014-02-26,Северсталь,Югра,1:0,1:1,2:0,:,:
708,709,2014-02-26,Атлант,Барыс,3:0,0:1,2:0,:,:
709,710,2014-02-26,СКА,Авангард,0:2,1:1,3:1,0:1,:
710,711,2014-02-26,ЦСКА,Спартак,0:0,1:1,1:0,:,:
711,712,2014-02-26,Динамо Р,Медвешчак,0:1,2:0,3:0,:,:
712,713,2014-02-26,Слован,Динамо Мн,1:1,1:1,1:1,0:0,1:0
713,714,2014-02-26,Лев Пр,Донбасс,3:1,1:0,0:0,:,:
714,715,2014-02-27,Адмирал,Металлург Нк,0:1,3:0,0:0,:,:
715,716,2014-02-27,Амур,Сибирь,0:1,1:0,0:0,0:0,0:1
716,717,2014-02-28,Трактор,Витязь,1:1,1:0,1:1,:,:
717,718,2014-02-28,Металлург Мг,Динамо М,0:0,0:0,0:0,0:0,1:0
718,719,2014-02-28,Салават Юлаев,Ак Барс,0:0,0:0,1:0,:,:
719,720,2014-02-28,Нефтехимик,Торпедо НН,2:2,0:0,1:3,:,:
720,721,2014-02-28,Локомотив,Югра,3:0,3:1,0:1,:,:
721,722,2014-02-28,Северсталь,Автомобилист,1:0,0:0,1:1,:,:
722,723,2014-02-28,Атлант,Авангард,1:0,0:0,1:0,:,:
723,724,2014-02-28,СКА,Барыс,0:0,2:2,1:0,:,:
724,725,2014-02-28,ЦСКА,Медвешчак,1:0,0:2,0:1,:,:
725,726,2014-02-28,Динамо Р,Спартак,0:0,2:0,1:2,:,:
726,727,2014-02-28,Слован,Донбасс,0:1,1:0,0:1,:,:
727,728,2014-02-28,Лев Пр,Динамо Мн,1:1,0:0,2:0,:,:
728,729,2014-03-01,Адмирал,Сибирь,0:1,2:0,1:0,:,:
729,730,2014-03-01,Амур,Металлург Нк,0:2,1:2,1:3,:,:
730,731,2014-03-02,Трактор,Торпедо НН,0:0,0:0,0:1,:,:
731,732,2014-03-02,Металлург Мг,Ак Барс,1:0,0:0,0:0,:,:
732,733,2014-03-02,Салават Юлаев,Динамо М,1:1,0:1,0:1,:,:
733,734,2014-03-02,Нефтехимик,Витязь,1:1,0:0,4:0,:,:
734,735,2014-03-02,Атлант,Югра,1:1,2:0,2:0,:,:
735,736,2014-03-02,Локомотив,Авангард,0:1,1:0,3:0,:,:
736,737,2014-03-02,Северсталь,Барыс,0:0,1:0,1:1,:,:
737,738,2014-03-02,СКА,Автомобилист,1:0,2:0,1:0,:,:
738,739,2014-03-02,ЦСКА,Донбасс,1:0,0:1,0:0,0:0,1:0
739,740,2014-03-02,Динамо Мн,Динамо Р,1:1,2:0,2:1,:,:
740,741,2014-03-02,Слован,Спартак,0:0,0:1,0:2,:,:
741,742,2014-03-02,Лев Пр,Медвешчак,1:1,0:0,0:0,1:0,:
742,743,2014-03-04,Адмирал,Амур,0:0,3:1,1:0,:,:
743,744,2014-03-04,Сибирь,Металлург Нк,3:1,3:1,0:3,:,:
744,745,2014-03-04,Трактор,Ак Барс,0:1,2:1,0:0,0:0,0:1
745,746,2014-03-04,Металлург Мг,Торпедо НН,1:1,3:0,0:1,:,:
746,747,2014-03-04,Салават Юлаев,Витязь,2:0,1:2,0:0,:,:
747,748,2014-03-04,Нефтехимик,Динамо М,1:1,1:2,0:1,:,:
748,749,2014-03-04,Локомотив,Барыс,3:0,0:1,1:0,:,:
749,750,2014-03-04,Северсталь,Авангард,0:2,1:0,0:0,:,:
750,751,2014-03-04,Атлант,Автомобилист,1:3,0:0,1:0,:,:
751,752,2014-03-04,СКА,Югра,1:1,0:1,0:0,:,:
752,753,2014-03-04,ЦСКА,Динамо Мн,1:0,0:0,2:0,:,:
753,754,2014-03-04,Динамо Р,Донбасс,0:1,0:0,0:0,:,:
754,755,2014-03-04,Слован,Медвешчак,1:0,1:2,0:1,:,:
755,756,2014-03-04,Лев Пр,Спартак,1:1,0:0,1:1,0:0,0:1
