,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
693,694,2016-01-15,Ак Барс,Югра,2:0,1:0,1:1,:,:
694,695,2016-01-15,Йокерит,Сибирь,1:0,1:0,0:1,:,:
695,696,2016-01-15,СКА,Амур,0:0,0:1,1:0,0:1,:
696,697,2016-01-15,Спартак,Адмирал,4:2,0:0,0:2,0:0,1:0
697,698,2016-01-15,Динамо Р,Металлург Нк,1:3,0:0,2:0,1:0,:
698,699,2016-01-16,Слован,Витязь,2:1,1:0,1:1,:,:
699,700,2016-01-16,ХК Сочи,Локомотив,1:2,0:0,1:3,:,:
700,701,2016-01-16,Медвешчак,Динамо М,0:0,1:1,1:0,:,:
701,702,2016-01-17,Авангард,Динамо Мн,4:0,2:0,2:1,:,:
702,703,2016-01-17,Барыс,Торпедо НН,1:0,2:2,2:0,:,:
703,704,2016-01-17,Югра,ЦСКА,0:1,0:1,0:3,:,:
704,705,2016-01-17,Нефтехимик,Трактор,1:1,0:0,0:1,:,:
705,706,2016-01-17,Йокерит,Амур,1:0,0:1,1:1,0:0,1:0
706,707,2016-01-17,СКА,Сибирь,2:2,3:0,1:0,:,:
707,708,2016-01-17,Спартак,Металлург Нк,2:0,0:2,0:1,:,:
708,709,2016-01-17,Динамо Р,Адмирал,1:0,1:1,2:1,:,:
709,710,2016-01-18,Автомобилист,Металлург Мг,0:1,3:2,3:0,:,:
710,711,2016-01-18,Северсталь,Локомотив,0:0,0:0,0:1,:,:
711,712,2016-01-18,Слован,Динамо М,2:0,0:1,1:3,:,:
712,713,2016-01-19,Барыс,Динамо Мн,0:0,3:1,1:1,:,:
713,714,2016-01-19,Салават Юлаев,Трактор,0:0,0:0,0:1,:,:
714,715,2016-01-19,Ак Барс,Лада,1:0,3:1,1:2,:,:
715,716,2016-01-19,Витязь,ХК Сочи,1:0,1:1,2:2,:,:
716,717,2016-01-19,Йокерит,Адмирал,1:0,2:1,0:1,:,:
717,718,2016-01-19,СКА,Металлург Нк,3:0,1:0,0:0,:,:
718,719,2016-01-19,Спартак,Сибирь,2:2,0:0,1:1,0:0,0:1
719,720,2016-01-19,Динамо Р,Амур,1:0,0:1,0:1,:,:
720,721,2016-01-20,Автомобилист,Нефтехимик,1:0,0:0,0:0,:,:
721,722,2016-01-20,Динамо М,ЦСКА,0:1,1:0,1:1,0:0,0:1
722,723,2016-01-20,Слован,Медвешчак,1:1,0:0,2:1,:,:
723,724,2016-01-20,Торпедо НН,Локомотив,1:0,0:0,0:1,0:0,0:1
724,725,2016-01-21,Барыс,Авангард,0:4,1:1,1:2,:,:
725,726,2016-01-21,Металлург Мг,Ак Барс,0:0,0:0,0:0,0:0,1:0
726,727,2016-01-21,Салават Юлаев,ХК Сочи,0:0,0:0,0:3,:,:
727,728,2016-01-21,Югра,Лада,0:3,1:1,0:1,:,:
728,729,2016-01-21,Витязь,Северсталь,0:0,1:1,1:1,1:0,:
729,730,2016-01-21,Йокерит,Металлург Нк,1:1,2:0,3:1,:,:
730,731,2016-01-21,СКА,Адмирал,0:2,1:1,2:0,0:0,0:1
731,732,2016-01-21,Спартак,Амур,1:0,1:1,0:0,:,:
732,733,2016-01-21,Динамо Р,Сибирь,0:0,2:0,0:0,:,:
733,734,2016-01-25,Металлург Нк,Витязь,0:1,1:1,1:1,:,:
734,735,2016-01-25,Авангард,Трактор,0:1,1:1,0:0,:,:
735,736,2016-01-25,Барыс,Нефтехимик,0:0,0:1,1:1,:,:
736,737,2016-01-25,Металлург Мг,Автомобилист,1:0,2:1,3:1,:,:
737,738,2016-01-25,Сибирь,Динамо М,1:1,0:0,1:1,0:0,0:1
738,739,2016-01-25,Югра,Салават Юлаев,1:1,1:1,3:1,:,:
739,740,2016-01-25,Лада,Ак Барс,0:0,0:0,0:0,0:0,1:0
740,741,2016-01-25,Северсталь,Спартак,2:0,1:0,0:0,:,:
741,742,2016-01-25,СКА,ЦСКА,0:0,1:2,1:1,:,:
742,743,2016-01-25,Торпедо НН,Йокерит,2:2,1:2,2:1,0:0,0:1
743,744,2016-01-25,Динамо Р,Динамо Мн,0:1,0:2,0:0,:,:
744,745,2016-01-27,Металлург Нк,Динамо М,1:0,0:3,0:1,:,:
745,746,2016-01-27,Авангард,Нефтехимик,0:1,0:1,1:2,:,:
746,747,2016-01-27,Автомобилист,Салават Юлаев,1:1,1:0,0:1,1:0,:
747,748,2016-01-27,Барыс,Трактор,3:1,0:3,1:0,0:0,1:0
748,749,2016-01-27,Сибирь,Витязь,1:1,2:1,2:0,:,:
749,750,2016-01-27,Югра,Металлург Мг,0:0,1:1,3:1,:,:
750,751,2016-01-27,Лада,ХК Сочи,1:0,0:2,0:1,:,:
751,752,2016-01-27,Северсталь,Йокерит,1:1,0:0,0:1,:,:
752,753,2016-01-27,Ак Барс,Локомотив,1:1,1:1,0:0,0:0,0:1
753,754,2016-01-27,Динамо Мн,СКА,2:0,1:1,0:1,:,:
754,755,2016-01-27,Торпедо НН,Спартак,5:1,2:0,0:1,:,:
755,756,2016-01-27,Динамо Р,ЦСКА,0:0,0:2,0:3,:,:
756,757,2016-01-29,Амур,Динамо М,2:1,0:2,0:2,:,:
757,758,2016-01-29,Адмирал,Витязь,0:2,2:1,1:0,0:0,1:0
758,759,2016-01-29,Металлург Нк,Слован,0:1,2:1,0:1,:,:
759,760,2016-01-29,Салават Юлаев,Нефтехимик,0:1,1:0,0:0,0:1,:
760,761,2016-01-29,Сибирь,Медвешчак,1:0,3:0,2:0,:,:
761,762,2016-01-29,Трактор,Металлург Мг,2:0,0:1,1:2,0:0,0:1
762,763,2016-01-29,Лада,Локомотив,0:2,2:1,0:1,:,:
763,764,2016-01-29,Ак Барс,ХК Сочи,0:2,1:3,1:1,:,:
764,765,2016-01-29,Динамо Мн,Спартак,0:0,0:1,1:0,0:0,1:0
765,766,2016-01-29,СКА,Северсталь,3:1,2:0,1:0,:,:
766,767,2016-01-29,ЦСКА,Йокерит,0:1,1:0,1:0,:,:
767,768,2016-01-30,Югра,Автомобилист,0:0,1:1,0:0,0:0,0:1
768,769,2016-01-30,Торпедо НН,Динамо Р,1:1,1:0,2:0,:,:
769,770,2016-01-31,Амур,Витязь,0:2,0:1,1:1,:,:
770,771,2016-01-31,Адмирал,Динамо М,1:0,1:3,0:2,:,:
771,772,2016-01-31,Металлург Нк,Медвешчак,1:1,2:0,2:0,:,:
772,773,2016-01-31,Сибирь,Слован,1:0,1:2,1:0,:,:
773,774,2016-01-31,Ак Барс,Металлург Мг,0:1,0:0,0:0,:,:
774,775,2016-01-31,Локомотив,ХК Сочи,1:1,2:2,0:3,:,:
775,776,2016-01-31,Спартак,ЦСКА,1:0,1:2,0:2,:,:
776,777,2016-02-01,Авангард,Торпедо НН,0:0,1:1,3:0,:,:
777,778,2016-02-01,Салават Юлаев,Барыс,3:1,1:2,1:1,:,:
778,779,2016-02-01,Трактор,Югра,0:1,1:0,1:2,:,:
779,780,2016-02-01,Лада,Динамо Мн,2:1,0:1,0:0,0:1,:
780,781,2016-02-01,Нефтехимик,Автомобилист,2:1,1:2,0:0,0:0,0:1
781,782,2016-02-01,Северсталь,Динамо Р,0:0,1:1,0:2,:,:
782,783,2016-02-01,СКА,Йокерит,0:1,1:0,1:0,:,:
783,784,2016-02-02,Амур,Медвешчак,1:2,1:2,1:2,:,:
784,785,2016-02-02,Адмирал,Слован,1:2,0:0,0:1,:,:
785,786,2016-02-03,Металлург Мг,ЦСКА,0:0,1:2,0:1,:,:
786,787,2016-02-03,Салават Юлаев,Северсталь,1:0,2:0,0:0,:,:
787,788,2016-02-03,Трактор,Динамо Мн,0:1,2:1,4:1,:,:
788,789,2016-02-03,Лада,Металлург Нк,1:0,1:1,0:2,:,:
789,790,2016-02-03,Нефтехимик,Торпедо НН,0:1,0:2,1:1,:,:
790,791,2016-02-03,Ак Барс,Сибирь,0:0,2:0,0:1,:,:
791,792,2016-02-03,Витязь,Динамо М,0:2,0:0,1:0,:,:
792,793,2016-02-03,Локомотив,Авангард,2:1,1:1,0:0,:,:
793,794,2016-02-03,СКА,Автомобилист,0:1,1:0,1:1,0:0,0:1
794,795,2016-02-03,Спартак,Югра,0:1,0:0,0:2,:,:
795,796,2016-02-03,ХК Сочи,Барыс,3:1,0:1,3:0,:,:
796,797,2016-02-03,Динамо Р,Йокерит,0:3,0:2,0:2,:,:
797,798,2016-02-04,Амур,Слован,1:2,1:0,0:0,0:0,0:1
798,799,2016-02-04,Адмирал,Медвешчак,1:1,2:1,1:2,1:0,:
799,800,2016-02-05,Металлург Мг,Северсталь,2:1,0:1,2:1,:,:
800,801,2016-02-05,Салават Юлаев,ЦСКА,0:0,1:0,0:0,:,:
801,802,2016-02-05,Трактор,Торпедо НН,1:1,0:1,3:0,:,:
802,803,2016-02-05,Лада,Сибирь,1:0,0:1,0:0,1:0,:
803,804,2016-02-05,Нефтехимик,Динамо Мн,0:1,0:1,2:0,1:0,:
804,805,2016-02-05,Ак Барс,Металлург Нк,1:0,2:0,0:1,:,:
805,806,2016-02-05,Динамо М,Йокерит,2:0,2:2,1:0,:,:
806,807,2016-02-05,СКА,Югра,1:0,4:1,2:1,:,:
807,808,2016-02-05,Спартак,Автомобилист,2:2,0:2,0:0,:,:
808,809,2016-02-05,ХК Сочи,Авангард,1:1,0:0,0:0,0:0,1:0
809,810,2016-02-05,Динамо Р,Барыс,1:1,1:1,0:1,:,:
810,811,2016-02-07,Динамо Мн,Йокерит,0:0,1:1,1:1,0:0,1:0
811,812,2016-02-08,Слован,Динамо Р,0:0,2:0,0:2,1:0,:
812,813,2016-02-16,Амур,Адмирал,1:0,1:0,1:1,:,:
813,814,2016-02-16,Авангард,Сибирь,0:0,0:0,2:2,0:0,0:1
814,815,2016-02-16,Автомобилист,Югра,2:0,1:0,0:0,:,:
815,816,2016-02-16,Металлург Мг,Трактор,0:1,0:0,0:0,:,:
816,817,2016-02-16,Салават Юлаев,Металлург Нк,2:1,1:1,0:2,:,:
817,818,2016-02-16,Лада,Нефтехимик,2:2,0:2,1:2,:,:
818,819,2016-02-16,Ак Барс,Барыс,3:0,2:2,0:0,:,:
819,820,2016-02-16,Динамо Мн,Спартак,2:3,0:2,0:0,:,:
820,821,2016-02-16,Йокерит,СКА,2:0,0:1,1:0,:,:
821,822,2016-02-16,Локомотив,Медвешчак,2:1,0:0,2:1,:,:
822,823,2016-02-16,Торпедо НН,Северсталь,0:2,2:1,2:1,0:1,:
823,824,2016-02-16,ХК Сочи,Слован,0:1,4:0,1:1,:,:
824,825,2016-02-16,ЦСКА,Витязь,1:1,0:2,1:1,:,:
825,826,2016-02-16,Динамо Р,Динамо М,0:0,1:0,0:0,:,:
826,827,2016-02-18,Адмирал,Амур,2:0,0:1,1:0,:,:
827,828,2016-02-18,Авангард,Барыс,2:1,0:1,0:0,0:0,0:1
828,829,2016-02-18,Автомобилист,Металлург Мг,2:0,0:0,0:2,0:0,0:1
829,830,2016-02-18,Сибирь,Металлург Нк,1:0,0:0,2:0,:,:
830,831,2016-02-18,Югра,Трактор,0:1,2:2,2:4,:,:
831,832,2016-02-18,Нефтехимик,Салават Юлаев,2:2,0:0,0:2,:,:
832,833,2016-02-18,Северсталь,Витязь,0:0,2:2,0:2,:,:
833,834,2016-02-18,Ак Барс,Лада,2:0,0:1,1:0,:,:
834,835,2016-02-18,Динамо Мн,Торпедо НН,0:1,1:0,1:1,0:0,1:0
835,836,2016-02-18,Йокерит,Спартак,0:2,1:1,1:1,:,:
836,837,2016-02-18,Локомотив,Слован,1:0,2:1,2:0,:,:
837,838,2016-02-18,ХК Сочи,Медвешчак,0:1,4:1,2:2,:,:
838,839,2016-02-18,ЦСКА,Динамо М,1:1,0:1,0:1,:,:
839,840,2016-02-18,Динамо Р,СКА,2:0,1:1,1:1,:,:
