,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
692,692,2017-01-10,Салават Юлаев,Спартак,0:2,4:0,1:1,:,:
693,693,2017-01-11,Металлург Мг,ХК Сочи,1:0,1:3,1:2,:,:
694,694,2017-01-11,Северсталь,Сибирь,0:1,3:1,1:1,:,:
695,695,2017-01-11,Слован,Автомобилист,0:1,0:1,2:0,1:0,:
696,696,2017-01-11,ЦСКА,Металлург Нк,1:0,0:0,1:0,:,:
697,697,2017-01-11,СКА,Авангард,2:1,2:2,1:0,:,:
698,698,2017-01-11,Медвешчак,Барыс,0:0,1:2,3:3,:,:
699,699,2017-01-12,Амур,Динамо Мн,0:0,0:0,1:0,:,:
700,700,2017-01-12,Адмирал,Динамо Р,0:1,1:1,0:1,:,:
701,701,2017-01-12,Куньлунь РС,Йокерит,0:1,2:1,4:1,:,:
702,702,2017-01-12,Салават Юлаев,Торпедо НН,1:2,0:2,0:2,:,:
703,703,2017-01-12,Локомотив,Ак Барс,1:1,1:0,0:0,:,:
704,704,2017-01-12,Динамо М,Нефтехимик,2:0,1:0,1:0,:,:
705,705,2017-01-13,Трактор,ХК Сочи,1:1,0:0,0:0,0:0,0:1
706,706,2017-01-13,Металлург Мг,Спартак,0:2,2:1,4:0,:,:
707,707,2017-01-13,Северсталь,Авангард,0:0,0:1,0:1,:,:
708,708,2017-01-13,Слован,Барыс,0:0,3:0,1:1,:,:
709,709,2017-01-13,ЦСКА,Сибирь,1:0,0:0,1:1,:,:
710,710,2017-01-13,СКА,Металлург Нк,4:0,2:0,3:1,:,:
711,711,2017-01-13,Медвешчак,Автомобилист,0:1,0:0,0:1,:,:
712,712,2017-01-14,Амур,Динамо Р,0:0,3:0,2:0,:,:
713,713,2017-01-14,Адмирал,Йокерит,2:1,2:1,0:2,1:0,:
714,714,2017-01-14,Куньлунь РС,Динамо Мн,2:1,0:1,0:0,0:0,0:1
715,715,2017-01-14,Локомотив,Нефтехимик,0:1,1:0,2:0,:,:
716,716,2017-01-14,Витязь,Ак Барс,2:1,1:0,0:1,:,:
717,717,2017-01-14,Динамо М,Лада,2:0,0:0,3:0,:,:
718,718,2017-01-15,Трактор,Спартак,1:0,2:1,0:1,:,:
719,719,2017-01-15,Металлург Мг,Торпедо НН,1:1,1:1,0:0,1:0,:
720,720,2017-01-15,Северсталь,Металлург Нк,0:0,1:0,2:0,:,:
721,721,2017-01-15,СКА,Сибирь,1:0,2:2,3:0,:,:
722,722,2017-01-15,Слован,Югра,1:0,1:0,1:2,:,:
723,723,2017-01-16,Амур,Йокерит,0:0,1:2,2:0,:,:
724,724,2017-01-16,Адмирал,Динамо Мн,1:3,1:2,1:0,:,:
725,725,2017-01-16,Куньлунь РС,Динамо Р,0:3,0:0,3:0,0:0,0:1
726,726,2017-01-16,Барыс,Салават Юлаев,0:1,3:2,0:0,1:0,:
727,727,2017-01-16,Локомотив,Лада,2:2,1:0,1:0,:,:
728,729,2017-01-16,Динамо М,Ак Барс,0:1,0:0,1:1,:,:
729,730,2017-01-17,Трактор,Автомобилист,0:0,0:0,0:0,0:1,:
730,731,2017-01-17,Спартак,Слован,0:1,0:2,0:0,:,:
731,732,2017-01-17,Медвешчак,Югра,2:0,1:0,1:1,:,:
732,733,2017-01-18,Металлург Нк,Барыс,1:0,0:1,1:3,:,:
733,734,2017-01-18,Металлург Мг,Авангард,1:1,1:1,1:3,:,:
734,735,2017-01-18,Витязь,Лада,0:0,1:1,3:0,:,:
735,736,2017-01-18,Ак Барс,Салават Юлаев,2:1,2:4,1:0,1:0,:
736,737,2017-01-18,Динамо М,ЦСКА,0:0,1:0,0:0,:,:
737,738,2017-01-19,Амур,Адмирал,0:1,0:0,0:1,:,:
738,739,2017-01-19,Трактор,Куньлунь РС,0:1,0:1,1:1,:,:
739,740,2017-01-19,Металлург Мг,Авангард,1:0,1:1,2:1,:,:
740,741,2017-01-19,Автомобилист,Югра,0:0,0:1,0:1,:,:
741,742,2017-01-19,Северсталь,Медвешчак,0:1,0:0,0:2,:,:
742,743,2017-01-19,Нефтехимик,Слован,1:1,0:2,1:0,:,:
743,744,2017-01-19,Торпедо НН,Локомотив,0:1,1:0,0:2,:,:
744,745,2017-01-19,Динамо Мн,Динамо Р,0:1,0:0,1:2,:,:
745,746,2017-01-19,ХК Сочи,Спартак,1:1,2:0,1:0,:,:
746,747,2017-01-19,СКА,Йокерит,2:0,1:3,0:2,:,:
747,748,2017-01-23,Лада,Металлург Нк,0:1,1:0,0:0,0:0,0:1
748,749,2017-01-23,Нефтехимик,Сибирь,0:1,0:1,0:1,:,:
749,750,2017-01-23,Витязь,Салават Юлаев,0:1,1:2,2:0,0:0,1:0
750,751,2017-01-23,Торпедо НН,Северсталь,0:1,1:1,0:1,:,:
751,752,2017-01-23,Динамо М,Трактор,3:0,2:1,1:1,:,:
752,753,2017-01-23,ХК Сочи,СКА,0:0,0:2,0:2,:,:
753,754,2017-01-23,Локомотив,Металлург Мг,0:0,1:3,0:1,:,:
754,755,2017-01-23,Спартак,ЦСКА,0:1,0:4,1:1,:,:
755,756,2017-01-24,Амур,Слован,0:1,0:0,1:1,:,:
756,757,2017-01-24,Адмирал,Медвешчак,1:0,3:1,0:0,:,:
757,758,2017-01-24,Динамо Мн,Автомобилист,2:1,2:2,0:1,1:0,:
758,759,2017-01-24,Йокерит,Барыс,2:1,1:0,0:2,0:1,:
759,760,2017-01-24,Динамо Р,Югра,0:0,0:0,1:1,0:0,1:0
760,761,2017-01-25,Лада,Авангард,1:0,2:1,0:0,:,:
761,762,2017-01-25,Нефтехимик,Металлург Нк,1:0,1:2,0:0,0:0,1:0
762,763,2017-01-25,Локомотив,Трактор,0:3,1:0,0:0,:,:
763,764,2017-01-25,Спартак,СКА,0:0,1:1,0:1,:,:
764,765,2017-01-25,Витязь,Металлург Мг,0:0,2:2,1:0,:,:
765,766,2017-01-25,Торпедо НН,ЦСКА,0:1,0:0,1:2,:,:
766,767,2017-01-25,Ак Барс,Сибирь,0:0,1:0,0:1,0:1,:
767,768,2017-01-25,Динамо М,Салават Юлаев,3:2,1:0,2:0,:,:
768,769,2017-01-25,ХК Сочи,Северсталь,1:1,0:0,1:0,:,:
769,770,2017-01-26,Амур,Медвешчак,1:0,1:1,2:1,:,:
770,771,2017-01-26,Куньлунь РС,Слован,1:0,0:0,1:0,:,:
771,772,2017-01-26,Динамо Мн,Югра,1:0,0:1,3:0,:,:
772,773,2017-01-26,Йокерит,Автомобилист,0:1,1:2,1:3,:,:
773,774,2017-01-26,Динамо Р,Барыс,0:1,1:1,1:1,:,:
774,775,2017-01-27,Лада,Сибирь,0:0,1:2,0:1,:,:
775,776,2017-01-27,Нефтехимик,Авангард,3:0,1:0,0:0,:,:
776,777,2017-01-27,Динамо М,Металлург Мг,1:1,0:0,0:1,:,:
777,778,2017-01-27,ХК Сочи,ЦСКА,0:1,0:0,0:1,:,:
778,779,2017-01-27,Локомотив,Салават Юлаев,1:1,2:1,2:1,:,:
779,780,2017-01-27,Спартак,Северсталь,1:0,0:1,1:1,1:0,:
780,781,2017-01-27,Витязь,Трактор,0:0,1:0,2:1,:,:
781,782,2017-01-27,Торпедо НН,СКА,0:1,1:1,3:0,:,:
782,783,2017-01-27,Ак Барс,Металлург Нк,1:0,3:0,2:1,:,:
783,784,2017-01-28,Адмирал,Слован,2:0,0:1,0:0,:,:
784,785,2017-01-28,Куньлунь РС,Медвешчак,3:0,0:0,2:0,:,:
785,786,2017-01-28,Динамо Мн,Барыс,1:0,1:1,0:0,:,:
786,787,2017-01-28,Йокерит,Югра,1:1,3:2,2:2,:,:
787,788,2017-01-28,Динамо Р,Автомобилист,2:0,0:1,1:2,1:0,:
788,789,2017-01-29,Северсталь,Салават Юлаев,0:1,2:0,0:1,1:0,:
789,790,2017-01-29,ЦСКА,Металлург Мг,0:0,1:2,2:1,1:0,:
790,791,2017-01-29,СКА,Трактор,2:0,1:0,2:3,:,:
791,792,2017-01-30,Йокерит,Динамо Мн,0:2,0:0,0:1,:,:
792,793,2017-01-30,Торпедо НН,Спартак,1:1,1:0,3:0,:,:
793,794,2017-01-31,Сибирь,Куньлунь РС,0:0,1:0,0:0,:,:
794,795,2017-01-31,Металлург Нк,Адмирал,1:1,0:1,1:0,0:0,1:0
795,796,2017-01-31,Авангард,Амур,0:2,0:0,2:2,:,:
796,797,2017-01-31,Нефтехимик,Ак Барс,1:1,6:1,1:0,:,:
797,798,2017-01-31,Слован,Локомотив,1:0,1:0,0:2,0:0,1:0
798,799,2017-01-31,Медвешчак,Динамо М,1:2,0:1,2:3,:,:
799,800,2017-02-01,Салават Юлаев,СКА,0:0,0:2,1:1,:,:
800,801,2017-02-01,Автомобилист,Динамо Мн,0:0,1:2,1:1,:,:
801,802,2017-02-01,Барыс,Йокерит,0:0,0:0,0:2,:,:
802,803,2017-02-01,Трактор,ЦСКА,0:0,1:2,3:1,:,:
803,804,2017-02-01,Металлург Мг,Северсталь,2:0,4:3,0:1,:,:
804,805,2017-02-01,Югра,Динамо Р,0:0,2:1,0:0,:,:
805,806,2017-02-01,Торпедо НН,ХК Сочи,1:0,0:1,0:0,0:0,0:1
806,807,2017-02-02,Сибирь,Адмирал,1:0,2:1,2:0,:,:
807,808,2017-02-02,Металлург Нк,Амур,0:0,0:0,0:1,:,:
808,809,2017-02-02,Авангард,Куньлунь РС,0:0,2:1,1:0,:,:
809,810,2017-02-02,Лада,Ак Барс,3:0,0:0,1:0,:,:
810,811,2017-02-02,Слован,Динамо М,0:2,1:0,0:0,:,:
811,812,2017-02-02,Медвешчак,Локомотив,0:4,2:2,2:1,:,:
812,813,2017-02-03,Трактор,Северсталь,1:0,0:0,0:0,:,:
813,814,2017-02-03,Металлург Мг,СКА,1:1,0:2,3:1,0:0,1:0
814,815,2017-02-03,Салават Юлаев,ЦСКА,1:3,0:1,0:1,:,:
815,816,2017-02-03,Автомобилист,Динамо Р,0:0,2:1,2:1,:,:
816,817,2017-02-03,Барыс,Динамо Мн,1:1,2:0,2:0,:,:
817,818,2017-02-03,Югра,Йокерит,1:2,0:0,1:1,:,:
818,819,2017-02-03,Слован,Витязь,1:1,0:2,0:3,:,:
819,820,2017-02-03,Спартак,ХК Сочи,0:1,1:1,0:1,:,:
820,821,2017-02-04,Сибирь,Амур,1:2,0:0,0:1,:,:
821,822,2017-02-04,Металлург Нк,Куньлунь РС,1:0,0:3,1:1,:,:
822,823,2017-02-04,Авангард,Адмирал,0:1,1:1,0:1,:,:
823,824,2017-02-04,Нефтехимик,Лада,2:0,1:1,0:1,:,:
824,825,2017-02-05,Автомобилист,Йокерит,0:1,1:1,0:1,:,:
825,826,2017-02-05,Барыс,Динамо Р,1:0,0:0,0:0,:,:
826,827,2017-02-05,Югра,Динамо Мн,1:0,0:1,1:1,0:0,0:1
827,828,2017-02-05,Медвешчак,Витязь,0:2,2:1,1:2,:,:
828,829,2017-02-06,ХК Сочи,Торпедо НН,1:1,2:1,1:0,:,:
829,830,2017-02-07,Динамо Мн,Витязь,2:0,1:2,0:1,0:0,1:0
830,831,2017-02-13,Локомотив,Адмирал,1:0,2:0,3:1,:,:
831,832,2017-02-14,Салават Юлаев,Ак Барс,3:1,0:0,0:0,:,:
832,833,2017-02-14,Автомобилист,Металлург Нк,1:1,2:0,4:1,:,:
833,834,2017-02-14,Барыс,Сибирь,1:1,0:0,0:0,1:0,:
834,835,2017-02-14,Югра,Авангард,1:1,1:1,0:0,0:1,:
835,836,2017-02-14,Северсталь,Торпедо НН,0:0,1:2,1:0,0:1,:
836,837,2017-02-14,Динамо Мн,Лада,2:2,4:1,2:0,:,:
837,838,2017-02-14,Динамо М,Амур,0:1,1:1,2:0,:,:
838,839,2017-02-14,Йокерит,Нефтехимик,1:1,1:0,0:1,1:0,:
839,840,2017-02-14,ЦСКА,ХК Сочи,1:0,3:2,0:1,:,:
840,841,2017-02-14,Витязь,Куньлунь РС,1:1,1:1,3:1,:,:
841,842,2017-02-14,СКА,Спартак,1:2,0:2,1:0,:,:
842,858,2017-02-14,Медвешчак,Слован,1:2,1:1,2:1,0:1,:
843,844,2017-02-15,Слован,Медвешчак,3:0,1:1,3:4,:,:
844,857,2017-02-15,Трактор,Металлург Мг,0:0,0:1,2:0,:,:
845,845,2017-02-16,Автомобилист,Авангард,2:0,0:1,0:1,0:0,0:1
846,846,2017-02-16,Барыс,Металлург Нк,0:0,2:0,0:2,0:1,:
847,847,2017-02-16,Югра,Сибирь,1:1,1:0,0:1,1:0,:
848,848,2017-02-16,Северсталь,Спартак,1:1,0:0,0:0,1:0,:
849,849,2017-02-16,ЦСКА,Торпедо НН,3:1,1:1,0:0,:,:
850,850,2017-02-16,Витязь,Амур,0:0,2:0,0:2,0:0,0:1
851,851,2017-02-16,СКА,ХК Сочи,3:1,2:0,1:1,:,:
852,852,2017-02-16,Динамо Мн,Нефтехимик,1:0,0:0,0:1,0:0,1:0
853,853,2017-02-16,Динамо М,Адмирал,0:0,0:1,1:0,1:0,:
854,854,2017-02-16,Локомотив,Куньлунь РС,2:1,2:0,0:1,:,:
855,855,2017-02-16,Йокерит,Ак Барс,2:1,1:1,1:3,:,:
856,856,2017-02-16,Динамо Р,Лада,0:1,0:0,1:0,1:0,:
857,843,2017-02-17,Металлург Мг,Трактор,0:0,0:0,0:0,0:0,1:0
858,859,2017-02-18,Салават Юлаев,Лада,0:1,2:1,2:0,:,:
859,860,2017-02-18,Автомобилист,Сибирь,0:0,0:1,1:0,0:0,0:1
860,861,2017-02-18,Барыс,Авангард,0:1,0:2,1:0,:,:
861,862,2017-02-18,Югра,Металлург Нк,0:1,0:3,1:0,:,:
862,863,2017-02-18,Северсталь,ХК Сочи,0:1,1:0,2:1,:,:
863,864,2017-02-18,Динамо Мн,Ак Барс,0:1,1:0,2:3,:,:
864,865,2017-02-18,Локомотив,Амур,0:1,2:1,1:3,:,:
865,866,2017-02-18,Динамо М,Куньлунь РС,0:0,1:1,1:0,:,:
866,867,2017-02-18,ЦСКА,Спартак,5:1,1:0,0:0,:,:
867,868,2017-02-18,Витязь,Адмирал,0:0,1:1,0:2,:,:
868,869,2017-02-18,СКА,Торпедо НН,1:0,2:1,1:1,:,:
869,870,2017-02-18,Динамо Р,Нефтехимик,2:1,0:1,0:0,0:0,1:0
